1976,TENNESSEE,TN,1250912,0.3620374574710291,0.6194512483691899,0.018511294159781026,8,0.375,0.625,0.0
1978,TENNESSEE,TN,1062195,0.422544824632012,0.5466199709092964,0.030835204458691676,8,0.375,0.625,0.0
1980,TENNESSEE,TN,1304197,0.4745264710776056,0.5089691204626295,0.016504408459764898,8,0.375,0.625,0.0
1982,TENNESSEE,TN,1175683,0.3993653051035016,0.5935468999721863,0.007087794924312081,9,0.3333333333333333,0.6666666666666666,0.0
1984,TENNESSEE,TN,1315735,0.44774821677617455,0.5521339783467035,0.00011780487712191285,9,0.3333333333333333,0.6666666666666666,0.0
1986,TENNESSEE,TN,1105229,0.4209154844833062,0.5757847468714629,0.003299768645230988,9,0.3333333333333333,0.6666666666666666,0.0
1988,TENNESSEE,TN,1409321,0.3806655829296519,0.5990189601943063,0.020315456876041724,9,0.3333333333333333,0.6666666666666666,0.0
1990,TENNESSEE,TN,716872,0.40262836322244416,0.515146358066712,0.08222527871084377,9,0.3333333333333333,0.6666666666666666,0.0
1992,TENNESSEE,TN,1725674,0.4274793500974112,0.5116684843139551,0.06085216558863377,9,0.3333333333333333,0.6666666666666666,0.0
1994,TENNESSEE,TN,1416502,0.5477175464630477,0.4338236020845717,0.018458851452380583,9,0.5555555555555556,0.4444444444444444,0.0
1996,TENNESSEE,TN,1764197,0.4980396180245177,0.4803148401227301,0.021645541852752272,9,0.5555555555555556,0.4444444444444444,0.0
1998,TENNESSEE,TN,913581,0.5139675628105226,0.4513863576409754,0.034646079548502004,9,0.5555555555555556,0.4444444444444444,0.0
2000,TENNESSEE,TN,1854378,0.5349416354162959,0.4417114525733157,0.02334691201038839,9,0.5555555555555556,0.4444444444444444,0.0
2002,TENNESSEE,TN,1529390,0.5038021694924121,0.4631748605653234,0.033022969942264564,9,0.4444444444444444,0.5555555555555556,0.0
2004,TENNESSEE,TN,2218738,0.5231897592234865,0.4651107972189596,0.011699443557553887,9,0.4444444444444444,0.5555555555555556,0.0
2006,TENNESSEE,TN,1715426,0.4660923875468834,0.5018351126775507,0.03207249977556596,9,0.4444444444444444,0.5555555555555556,0.0
2008,TENNESSEE,TN,2301885,0.42472886351837735,0.5193752077102027,0.055895928771419946,9,0.4444444444444444,0.5555555555555556,0.0
2010,TENNESSEE,TN,1559129,0.6125715062704882,0.3473266163351461,0.0401018773943657,9,0.7777777777777778,0.2222222222222222,0.0
2012,TENNESSEE,TN,2283727,0.5997047808253788,0.3487776778923225,0.05151754128229863,9,0.7777777777777778,0.2222222222222222,0.0
2014,TENNESSEE,TN,1371161,0.6190709916632693,0.3270374522029142,0.053891556133816534,9,0.7777777777777778,0.2222222222222222,0.0
2016,TENNESSEE,TN,2391061,0.6247184827154137,0.3405103424797611,0.03477117480482514,9,0.7777777777777778,0.2222222222222222,0.0
2018,TENNESSEE,TN,2159825,0.5924808722928941,0.3919067517044205,0.015612376002685403,9,0.7777777777777778,0.2222222222222222,0.0
