1980,ALABAMA,AL,1,63,41,US HOUSE,1,gen,False,False,STEVE SMITH,LIBERTARIAN,False,TOTAL,6130,117221,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,1,gen,False,False,,,True,TOTAL,2,117221,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,1,gen,False,False,JACK EDWARDS,REPUBLICAN,False,TOTAL,111089,117221,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,2,gen,False,False,ADAM HAND,LIBERTARIAN,False,TOTAL,4103,172962,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,2,gen,False,False,CECIL WYATT,DEMOCRAT,False,TOTAL,63447,172962,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,2,gen,False,False,BILL DICKINSON,REPUBLICAN,False,TOTAL,104796,172962,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,2,gen,False,False,JEROME COUCH,STATESMAN,False,TOTAL,616,172962,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,3,gen,False,False,,,True,TOTAL,1561,109215,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,3,gen,False,False,BILL NICHOLS,DEMOCRAT,False,TOTAL,107654,109215,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,4,gen,False,False,A.J. KILLINGSWORTH,STATESMAN,False,TOTAL,2721,132086,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,4,gen,False,False,TOM BEVILL,DEMOCRAT,False,TOTAL,129365,132086,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,5,gen,False,False,,,True,TOTAL,389,125356,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,5,gen,False,False,RONNIE FLIPPO,DEMOCRAT,False,TOTAL,117626,125356,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,5,gen,False,False,BETTY T. BENSON,LIBERTARIAN,False,TOTAL,7341,125356,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,6,gen,False,False,CHARLES C. ROBEY,STATESMAN,False,TOTAL,466,187982,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,6,gen,False,False,PHILIP LENUD,NATIONAL DEMOCRATIC PARTY OF ALABAMA,False,TOTAL,1743,187982,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,6,gen,False,False,W.B. (PETE) CLIFFORD,DEMOCRAT,False,TOTAL,87536,187982,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,6,gen,False,False,ALBERT LEE SMITH JR.,REPUBLICAN,False,TOTAL,95019,187982,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,6,gen,False,False,RICHARD H. JACOBSON,LIBERTARIAN,False,TOTAL,3218,187982,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,7,gen,False,False,"JAMES E. """"JIM"""" BACON",REPUBLICAN,False,TOTAL,43320,168804,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,7,gen,False,False,MRS. MARY OWENSBY,STATESMAN,False,TOTAL,847,168804,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,7,gen,False,False,JOE WALKER,LIBERTARIAN,False,TOTAL,2132,168804,False,20201202,False
1980,ALABAMA,AL,1,63,41,US HOUSE,7,gen,False,False,RICHARD C. SHELBY,DEMOCRAT,False,TOTAL,122505,168804,False,20201202,False
1980,ALASKA,AK,2,94,81,US HOUSE,0,gen,False,False,"KEVIN """"PAT"""" PARNELL",DEMOCRAT,False,TOTAL,39922,154618,False,20201202,False
1980,ALASKA,AK,2,94,81,US HOUSE,0,gen,False,False,,,True,TOTAL,607,154618,False,20201202,False
1980,ALASKA,AK,2,94,81,US HOUSE,0,gen,False,False,DONALD E. YOUNG,REPUBLICAN,False,TOTAL,114089,154618,False,20201202,False
1980,ARIZONA,AZ,4,86,61,US HOUSE,1,gen,False,False,IRENE LEITCH,LIBERTARIAN,False,TOTAL,7784,186833,False,20201202,False
1980,ARIZONA,AZ,4,86,61,US HOUSE,1,gen,False,False,JOHN J. RHODES,REPUBLICAN,False,TOTAL,136961,186833,False,20201202,False
1980,ARIZONA,AZ,4,86,61,US HOUSE,1,gen,False,False,STEVE JANCEK,DEMOCRAT,False,TOTAL,40045,186833,False,20201202,False
1980,ARIZONA,AZ,4,86,61,US HOUSE,1,gen,False,False,ROB ROPER,SOCIALIST WORKERS,False,TOTAL,2043,186833,False,20201202,False
