1986,ALABAMA,AL,1115517,436357,678716,444
1986,ALASKA,AK,180277,101799,74053,4425
1986,ARIZONA,AZ,803730,539940,260144,3646
1986,ARKANSAS,AR,665645,268291,386672,10682
1986,CALIFORNIA,CA,7200102,3328109,3743542,128451
1986,COLORADO,CO,1018257,566236,449683,2338
1986,CONNECTICUT,CT,979655,433977,544938,740
1986,DELAWARE,DE,160757,53767,106351,639
1986,FLORIDA,FL,2142058,986783,1153714,1561
1986,GEORGIA,GA,1062328,289068,772986,274
1986,HAWAII,HI,331196,135054,186891,9251
1986,IDAHO,ID,374687,207081,162758,4848
1986,ILLINOIS,IL,3017210,1393103,1622759,1348
1986,INDIANA,IN,1555507,756135,788419,10953
1986,IOWA,IA,889595,461455,428022,118
1986,KANSAS,KS,787370,474570,312800,0
1986,KENTUCKY,KY,629796,252849,374742,2205
1986,LOUISIANA,LA,390644,102278,288366,0
1986,MAINE,ME,421630,249030,165462,7138
1986,MARYLAND,MD,1063065,394393,668669,3
1986,MASSACHUSETTS,MA,1777276,250385,1198143,328748
1986,MICHIGAN,MI,2327176,977122,1342034,8020
1986,MINNESOTA,MN,1392939,557741,831715,3483
1986,MISSISSIPPI,MS,523563,208037,315526,0
1986,MISSOURI,MO,1430127,599520,828403,2204
1986,MONTANA,MT,317862,145778,172084,0
1986,NEBRASKA,NE,555437,358326,196691,420
1986,NEVADA,NV,257229,133821,121263,2145
1986,NEW HAMPSHIRE,NH,240747,156218,84475,54
1986,NEW JERSEY,NJ,1553544,730596,811066,11882
1986,NEW MEXICO,NM,385655,206815,178822,18
1986,NEW YORK,NY,3903611,1550796,2023066,329749
1986,NORTH CAROLINA,NC,1572505,682447,890058,0
1986,NORTH DAKOTA,ND,286361,66989,216258,3114
1986,OHIO,OH,3066852,1536105,1512037,18710
1986,OKLAHOMA,OK,725008,291098,430455,3455
1986,OREGON,OR,1031544,446462,584763,319
1986,PENNSYLVANIA,PA,3306377,1673201,1615537,17639
1986,RHODE ISLAND,RI,305663,176000,129663,0
1986,SOUTH CAROLINA,SC,716866,261489,453232,2145
1986,SOUTH DAKOTA,SD,289723,118261,171462,0
1986,TENNESSEE,TN,1105229,465208,636374,3647
1986,TEXAS,TX,3010406,1263413,1716978,30015
1986,UTAH,UT,428795,229717,196683,2395
1986,VERMONT,VT,188954,168403,0,20551
1986,VIRGINIA,VA,1043352,466747,544951,31654
1986,WASHINGTON,WA,1294836,527158,767678,0
1986,WEST VIRGINIA,WV,395820,96864,298956,0
1986,WISCONSIN,WI,1383141,668708,704113,10320
1986,WYOMING,WY,159787,111007,48780,0
