2006,ALABAMA,AL,1140152,627501,502046,10605
2006,ALASKA,AK,234645,132743,93879,8023
2006,ARIZONA,AZ,1493150,771246,627259,94645
2006,ARKANSAS,AR,763011,306442,456569,0
2006,CALIFORNIA,CA,8295783,3314398,4720164,261221
2006,COLORADO,CO,1349736,544221,728970,76545
2006,CONNECTICUT,CT,1074739,419895,648653,6191
2006,DELAWARE,DE,251694,143897,97565,10232
2006,FLORIDA,FL,3851947,2182833,1599973,69141
2006,GEORGIA,GA,2070191,1138048,932143,0
2006,HAWAII,HI,337944,118134,219810,0
2006,IDAHO,ID,445306,248105,177376,19825
2006,ILLINOIS,IL,3452581,1442526,1986431,23624
2006,INDIANA,IN,1666922,831785,812496,22641
2006,IOWA,IA,1032981,522388,492937,17656
2006,KANSAS,KS,845127,459267,369191,16669
2006,KENTUCKY,KY,1253526,611780,601723,40023
2006,LOUISIANA,LA,916015,579702,309279,27034
2006,MAINE,ME,535915,163165,350721,22029
2006,MARYLAND,MD,1701202,546862,1099441,54899
2006,MASSACHUSETTS,MA,2243835,198550,1632307,412978
2006,MICHIGAN,MI,3646426,1624865,1923485,98076
2006,MINNESOTA,MN,2178974,924636,531930,722408
2006,MISSISSIPPI,MS,600697,304308,260330,36059
2006,MISSOURI,MO,2097322,1049346,992258,55718
2006,MONTANA,MT,406125,239124,158916,8085
2006,NEBRASKA,NE,596087,334177,261910,0
2006,NEVADA,NV,574827,260317,287879,26631
2006,NEW HAMPSHIRE,NH,402669,189615,209434,3620
2006,NEW JERSEY,NJ,2136840,903176,1207782,25882
2006,NEW MEXICO,NM,561084,247825,313124,135
2006,NEW YORK,NY,4687197,1160460,2537778,988959
2006,NORTH CAROLINA,NC,1940808,913893,1026915,0
2006,NORTH DAKOTA,ND,217621,74687,142934,0
2006,OHIO,OH,3961195,1870390,2081737,9068
2006,OKLAHOMA,OK,905194,518025,372888,14281
2006,OREGON,OR,1357434,557491,765853,34090
2006,PENNSYLVANIA,PA,4013388,1732163,2229091,52134
2006,RHODE ISLAND,RI,373148,41836,264949,66363
2006,SOUTH CAROLINA,SC,1086206,599615,472719,13872
2006,SOUTH DAKOTA,SD,333562,97864,230468,5230
2006,TENNESSEE,TN,1715426,799547,860861,55018
2006,TEXAS,TX,4374096,2254609,1890869,228618
2006,UTAH,UT,569690,292235,244483,32972
2006,VERMONT,VT,262726,117023,139815,5888
2006,VIRGINIA,VA,2297236,1222790,947103,127343
2006,WASHINGTON,WA,2054056,798005,1244095,11956
2006,WEST VIRGINIA,WV,454813,190893,263822,98
2006,WISCONSIN,WI,2063413,1040071,1003156,20186
2006,WYOMING,WY,196215,93336,92324,10555
2006,COLORADO,CO,189170,79571,103918,5681
