1984,ALABAMA,AL,1,63,41,US HOUSE,1,gen,False,False,"H. L. """"SONNY"""" CALLAHAN",REPUBLICAN,False,TOTAL,102479,200934,False,20201202,False
1984,ALABAMA,AL,1,63,41,US HOUSE,2,gen,False,False,BILL DICKINSON,REPUBLICAN,False,TOTAL,118153,195815,False,20201202,False
1984,ALABAMA,AL,1,63,41,US HOUSE,3,gen,False,False,BILL NICHOLS,DEMOCRAT,False,TOTAL,120357,125102,False,20201202,False
1984,ALABAMA,AL,1,63,41,US HOUSE,4,gen,False,False,TOM BEVILL,DEMOCRAT,False,TOTAL,120106,120106,False,20201202,False
1984,ALABAMA,AL,1,63,41,US HOUSE,5,gen,False,False,RONNIE G. FLIPPO,DEMOCRAT,False,TOTAL,140542,146575,False,20201202,False
1984,ALABAMA,AL,1,63,41,US HOUSE,6,gen,False,False,BEN ERDREICH,DEMOCRAT,False,TOTAL,130973,219710,False,20201202,False
1984,ALABAMA,AL,1,63,41,US HOUSE,7,gen,False,False,RICHARD SHELBY,DEMOCRAT,False,TOTAL,135834,140332,False,20201202,False
1984,ALASKA,AK,2,94,81,US HOUSE,0,gen,False,False,DONALD E. YOUNG,REPUBLICAN,False,TOTAL,113582,206437,False,20201202,False
1984,ARIZONA,AZ,4,86,61,US HOUSE,1,gen,False,False,JOHN MCCAIN,REPUBLICAN,False,TOTAL,162418,208027,False,20201202,False
1984,ARIZONA,AZ,4,86,61,US HOUSE,2,gen,False,False,MORRIS K. UDALL,DEMOCRAT,False,TOTAL,106332,121215,False,20201202,False
1984,ARIZONA,AZ,4,86,61,US HOUSE,3,gen,False,False,BOB STUMP,REPUBLICAN,False,TOTAL,156686,218328,False,20201202,False
1984,ARIZONA,AZ,4,86,61,US HOUSE,4,gen,False,False,ELDON RUDD,REPUBLICAN,False,TOTAL,167558,167615,False,20201202,False
1984,ARIZONA,AZ,4,86,61,US HOUSE,5,gen,False,False,JIM KOLBE,REPUBLICAN,False,TOTAL,116075,227938,False,20201202,False
1984,ARKANSAS,AR,5,71,42,US HOUSE,1,gen,False,False,BILL ALEXANDER,DEMOCRAT,False,TOTAL,121047,124528,False,20201202,False
1984,ARKANSAS,AR,5,71,42,US HOUSE,2,gen,False,False,TOMMY ROBINSON,DEMOCRAT,False,TOTAL,103165,219079,False,20201202,False
1984,ARKANSAS,AR,5,71,42,US HOUSE,3,gen,False,False,JOHN PAUL HAMMERSCHMIDT,REPUBLICAN,False,TOTAL,1,1,False,20201202,False
1984,ARKANSAS,AR,5,71,42,US HOUSE,4,gen,False,False,BERYL ANTHONY JR.,DEMOCRAT,False,TOTAL,117123,119639,False,20201202,False
1984,CALIFORNIA,CA,6,93,71,US HOUSE,1,gen,False,False,DOUGLAS H. BOSCO,DEMOCRAT,False,TOTAL,157037,252223,False,20201202,False
1984,CALIFORNIA,CA,6,93,71,US HOUSE,2,gen,False,False,GENE CHAPPIE,REPUBLICAN,False,TOTAL,158679,228472,False,20201202,False
1984,CALIFORNIA,CA,6,93,71,US HOUSE,3,gen,False,False,ROBERT T. MATSUI,DEMOCRAT,False,TOTAL,131369,131369,False,20201202,False
