2014,ALABAMA,AL,1080880,6,1,0
2014,ALASKA,AK,279741,1,0,0
2014,ARIZONA,AZ,1467603,5,4,0
2014,ARKANSAS,AR,830652,4,0,0
2014,CALIFORNIA,CA,7132421,14,39,0
2014,COLORADO,CO,2000525,4,3,0
2014,CONNECTICUT,CT,1067857,0,5,0
2014,DELAWARE,DE,231617,0,1,0
2014,FLORIDA,FL,4998559,17,10,0
2014,GEORGIA,GA,2305665,10,4,0
2014,HAWAII,HI,369703,0,2,0
2014,IDAHO,ID,435157,2,0,0
2014,ILLINOIS,IL,3568002,8,10,0
2014,INDIANA,IN,1341814,7,2,0
2014,IOWA,IA,1120334,3,1,0
2014,KANSAS,KS,862077,4,0,0
2014,KENTUCKY,KY,1397626,5,1,0
2014,LOUISIANA,LA,1568722,5,1,0
2014,MAINE,ME,616996,1,1,0
2014,MARYLAND,MD,1703037,1,7,0
2014,MASSACHUSETTS,MA,2186789,0,9,0
2014,MICHIGAN,MI,3089477,9,5,0
2014,MINNESOTA,MN,1963539,3,2,3
2014,MISSISSIPPI,MS,626279,3,1,0
2014,MISSOURI,MO,1426303,6,2,0
2014,MONTANA,MT,367963,1,0,0
2014,NEBRASKA,NE,535530,2,1,0
2014,NEVADA,NV,543009,3,1,0
2014,NEW HAMPSHIRE,NH,480920,1,1,0
2014,NEW JERSEY,NJ,1821365,6,6,0
2014,NEW MEXICO,NM,511885,1,2,0
2014,NEW YORK,NY,3934705,9,18,0
2014,NORTH CAROLINA,NC,2807998,10,3,0
2014,NORTH DAKOTA,ND,248670,1,0,0
2014,OHIO,OH,3000161,12,4,0
2014,OKLAHOMA,OK,653414,5,0,0
2014,OREGON,OR,1450702,1,4,0
2014,PENNSYLVANIA,PA,3323533,13,5,0
2014,RHODE ISLAND,RI,316257,0,2,0
2014,SOUTH CAROLINA,SC,1155782,6,1,0
2014,SOUTH DAKOTA,SD,276319,1,0,0
2014,TENNESSEE,TN,1371161,7,2,0
2014,TEXAS,TX,4453499,25,11,0
2014,UTAH,UT,565970,4,0,0
2014,VERMONT,VT,191504,0,1,0
2014,VIRGINIA,VA,2135331,8,3,0
2014,WASHINGTON,WA,2029600,4,6,0
2014,WEST VIRGINIA,WV,439388,3,0,0
2014,WISCONSIN,WI,2355580,5,3,0
2014,WYOMING,WY,171153,1,0,0
