1984,ALABAMA,AL,1148574,2,5,0
1984,ALASKA,AK,206437,1,0,0
1984,ARIZONA,AZ,943123,4,1,0
1984,ARKANSAS,AR,463247,1,3,0
1984,CALIFORNIA,CA,8953334,18,27,0
1984,COLORADO,CO,1247638,4,2,0
1984,CONNECTICUT,CT,1432288,3,3,0
1984,DELAWARE,DE,243014,0,1,0
1984,FLORIDA,FL,2436656,6,10,0
1984,GEORGIA,GA,1520903,2,8,0
1984,HAWAII,HI,275606,0,2,0
1984,IDAHO,ID,405075,1,1,0
1984,ILLINOIS,IL,4579081,9,13,0
1984,INDIANA,IN,2180336,5,5,0
1984,IOWA,IA,1268608,4,2,0
1984,KANSAS,KS,994325,3,2,0
1984,KENTUCKY,KY,1187722,3,4,0
1984,LOUISIANA,LA,1,1,0,0
1984,MAINE,ME,541538,2,0,0
1984,MARYLAND,MD,1495280,2,6,0
1984,MASSACHUSETTS,MA,2346047,1,10,0
1984,MICHIGAN,MI,3452365,7,11,0
1984,MINNESOTA,MN,1975439,3,5,0
1984,MISSISSIPPI,MS,868852,2,3,0
1984,MISSOURI,MO,2039567,3,6,0
1984,MONTANA,MT,370829,1,1,0
1984,NEBRASKA,NE,650061,3,0,0
1984,NEVADA,NV,270624,1,1,0
1984,NEW HAMPSHIRE,NH,372897,2,0,0
1984,NEW JERSEY,NJ,2991658,6,8,0
1984,NEW MEXICO,NM,499620,2,1,0
1984,NEW YORK,NY,6217914,14,20,0
1984,NORTH CAROLINA,NC,2157655,5,6,0
1984,NORTH DAKOTA,ND,308729,0,1,0
1984,OHIO,OH,4332479,10,11,0
1984,OKLAHOMA,OK,1110884,1,5,0
1984,OREGON,OR,1203491,2,3,0
1984,PENNSYLVANIA,PA,4660122,11,12,0
1984,RHODE ISLAND,RI,389233,1,1,0
1984,SOUTH CAROLINA,SC,927602,3,3,0
1984,SOUTH DAKOTA,SD,316222,0,1,0
1984,TENNESSEE,TN,1315735,3,6,0
1984,TEXAS,TX,4680385,10,17,0
1984,UTAH,UT,601082,3,0,0
1984,VERMONT,VT,226297,1,0,0
1984,VIRGINIA,VA,1837605,6,4,0
1984,WASHINGTON,WA,1808033,3,5,0
1984,WEST VIRGINIA,WV,704369,0,4,0
1984,WISCONSIN,WI,2075378,4,5,0
1984,WYOMING,WY,187904,1,0,0
